Place,BIB#,Lastname,Firstname,Club,Nation,Sex,AC,AC Place,Net,Finish,Photos,Certificate
2920,61726,Zotin,Kyrylo,Tverdokhleb Team,UKR,M,35,540,03:20:56,03:40:59,,
2921,12726,Voermans,Ronald,AV Spiridon,NED,M,45,414,03:20:59,03:21:52,,
2922,21904,Singh,Sukhveer,,USA,M,45,415,03:21:00,03:44:40,,
2923,56764,Meijer,John,Black Lungs Toronto,CAN,M,60,16,03:21:01,03:22:36,,
2924,25457,Mikkelsen,Michael T.,Byparken Brorup,DEN,M,40,539,03:21:02,03:43:22,,
2925,17298,Schockaert,Hedwig,Spiridon Aalst Belgien,BEL,M,60,17,03:21:03,03:22:12,,
2926,59151,Santermans,Raf,,BEL,M,40,540,03:21:04,03:22:38,,
2927,19888,Thiebes,Julian,,GER,M,35,541,03:21:04,03:41:14,,
2928,3054,Strohmeier,Peter,Team Erdinger Alkoholfrei,GER,M,50,248,03:21:06,03:23:03,,
2929,50549,Barberio,Pierfrancesco,,ITA,M,45,416,03:21:07,03:41:25,,
2930,23745,Stella,Giovanni,JC Running,ITA,M,40,541,03:21:07,03:22:42,,
2931,26969,Troubat,Julie,VMA,FRA,W,H,52,03:21:07,03:43:11,,
2932,15499,Fussner,Michael,,USA,M,45,417,03:21:08,03:21:45,,
2933,59264,Scheuermann,Daniel,Nierenhofer Runners,GER,M,H,270,03:21:10,04:36:34,,
2934,51455,Calleja Vargas,Alberto,,MEX,M,H,271,03:21:10,03:43:15,,
2935,27161,Matschulla,Raik,,GER,M,50,249,03:21:11,03:41:29,,
2936,61182,Weis,Malte,,DEN,M,30,554,03:21:12,03:41:17,,
2937,60544,Tsunik,Serhii,,UKR,M,50,250,03:21:12,03:46:06,,
2938,28518,Dahlkamp,Andre,Victoria Park Harriers,GER,M,45,418,03:21:15,03:41:21,,
2939,2804,Druska,Frank,TV 06 ThalmÃ¤ssing,GER,M,50,251,03:21:15,03:21:24,,
2940,26197,Seidel,Andreas,,GER,M,60,18,03:21:16,03:23:09,,
2941,17874,Theobald,Timo,,GER,M,H,272,03:21:16,03:23:11,,
2942,18447,Liemienov,Oleksandr,Run-Up Nation,UKR,M,30,555,03:21:17,03:23:15,,
2943,51849,Clark,Adam,,GBR,M,45,419,03:21:17,03:23:14,,
2943,19370,Gustafsson,Stefan,Solvikingarna,SWE,M,50,252,03:21:17,03:23:58,,
2945,55857,Lei,Hua,,CHN,M,50,253,03:21:18,03:45:05,,
2946,51568,Cartreul,Annelies,8000,BEL,W,40,40,03:21:18,03:23:51,,
2947,14471,Schielke,Rinaldo,Gaensefurther,GER,M,30,556,03:21:19,03:42:24,,
2948,56000,Linares,Santiago,,COL,M,H,273,03:21:19,03:41:21,,
2949,51918,Colucci,Vincenzo,SCC Berlin,ITA,M,35,542,03:21:19,03:22:41,,
2950,57099,Morillas Marini,Cesar,,PER,M,35,543,03:21:20,03:43:22,,
2950,59412,Schultek,Arkadiusz,,POL,M,45,420,03:21:20,03:22:24,,
2952,27277,Doumier,Quentin,,BEL,M,40,542,03:21:23,03:43:27,,
2953,54816,Jeremicz,Krzysztof,,POL,M,45,421,03:21:23,03:44:14,,
2954,57777,Panin,Artem,,UKR,M,40,543,03:21:23,03:41:26,,
2955,15462,Otto,Maria,,GER,W,30,55,03:21:26,04:11:45,,
2956,14747,Klarkowski,Daniel,gotorun,GER,M,45,422,03:21:26,03:44:24,,
2957,18337,Belmrah,Dalila,,FRA,W,35,56,03:21:26,03:45:42,,
2958,18202,Izadizad,Mojtaba,,IRI,M,H,274,03:21:27,04:37:15,,
2959,13242,Kalscheuer,Max,,GER,M,30,557,03:21:27,03:42:43,,
2960,19566,Gete Arroyo,Gonzalo,Tigers Running Club,ESP,M,40,544,03:21:28,03:43:42,,
2961,13836,Liesche,Leopold,TUSEM Essen,GER,M,H,275,03:21:28,03:22:27,,
2962,13536,Junski,Dirk,,GER,M,45,423,03:21:28,03:23:31,,
2963,23237,Kinzel,Jannik,LETS RUN BREMEN,GER,M,30,558,03:21:29,03:23:10,,
2964,24594,Thomson,Douglas,Toronto Harriers,CAN,M,55,92,03:21:29,03:42:19,,
2965,12688,Kreienbrink,Christoph,,GER,M,35,544,03:21:29,03:45:51,,
2966,23251,Stirner,Lukas,Team flott,GER,M,30,559,03:21:30,03:42:40,,
2967,59009,Ruymen,Jo,,BEL,M,35,545,03:21:30,03:22:25,,
2968,53626,Golding,Katherine,Run Up Nanterre,GBR,W,35,57,03:21:31,03:43:22,,
2969,57172,Mula Julia,RubÃ©n,Demonios de la montana,ESP,M,40,545,03:21:32,03:43:49,,
2970,55616,Lacinski,Bogdan,,POL,M,60,19,03:21:32,03:45:13,,
2971,16469,Nelte,Peter,,GER,M,35,546,03:21:32,03:46:21,,
2972,51587,Cassano,Andrew,,USA,M,35,547,03:21:34,03:22:10,,
2973,27965,Gavril,Kiss,,ROU,M,35,548,03:21:34,03:41:40,,
2974,56504,MÃ¡rquez Serrano,Juan Manuel,Club atletismo Beas,ESP,M,45,424,03:21:35,03:42:40,,
2975,16535,Morlock,Thomas,,GER,M,45,425,03:21:35,04:37:22,,
2976,19515,Baron,Nicolas,,FRA,M,35,549,03:21:35,03:42:16,,
2977,15016,Kleidon,Axel,,GER,M,50,254,03:21:36,03:24:07,,
2978,60522,Trush,Vladimir,JW,RUS,M,40,546,03:21:37,03:23:51,,
2979,29131,Reinhold,Jean-Pierre,shoe4africa,GER,M,50,255,03:21:37,03:23:45,,
2980,56468,Mariani,Mauro,Pfizer Italia team,ITA,M,50,256,03:21:38,03:42:39,,
2981,4853,Haseloff,Heiko,LC JÃ¼terbog,GER,M,55,93,03:21:39,03:23:34,,
2982,26726,Schumacher,Holger,,GER,M,H,276,03:21:40,03:22:32,,
2983,58786,Rodriguez,Ramon,,MEX,M,50,257,03:21:40,03:41:53,,
2984,58040,Pfeiffer,Benoit,US MARMANDE ATHLETISME,FRA,M,45,426,03:21:42,03:42:30,,
2985,25403,Fernandez,Ruben,,ESP,M,35,550,03:21:42,03:42:18,,
2986,20541,Rouault,Brendan,AFCF,FRA,M,30,560,03:21:42,03:42:29,,
2987,21011,Bonnaire,Beate,VFL Dresden BÃ¼hlau,GER,W,55,2,03:21:45,03:24:00,,
2988,22048,Khatibifar,Samad,,IRI,M,35,551,03:21:46,03:44:07,,
2989,58550,Reitberger,Bernhard,,GER,M,40,547,03:21:46,03:23:50,,
2990,21146,Jakobsen,Rune,Kristiansand Lopeklubb,NOR,M,45,427,03:21:46,03:23:55,,
2991,61192,Wellavize,Michael,,AUS,M,35,552,03:21:46,03:45:42,,
2992,21204,Wentges,Marek,DÃ¼sseldorf,GER,M,45,428,03:21:47,03:43:17,,
2993,23650,Oanes,Kari Tau Strand,,NOR,W,40,41,03:21:47,03:44:35,,
2994,15237,Boholtan,Liana Alina,CS Unirea Alba Iulia,ROU,W,30,56,03:21:47,03:22:12,,
2995,19007,Ritsema,Kasper,AV Gelre,NED,M,30,561,03:21:48,03:22:45,,
2996,19039,Gutierrez,Francisco,Benjamin paredes  BF3,MEX,M,35,553,03:21:48,04:36:53,,
2997,60165,Sweeney,Michael,Helensburgh AAC,GBR,M,40,548,03:21:48,03:22:29,,
2998,54334,Hibbs,Stephen,Marathonadventures,USA,M,50,258,03:21:48,03:23:04,,
2999,13567,Mullane,Conor,,IRL,M,40,549,03:21:48,04:11:56,,
3000,29370,Morel,Felipe,Santiago Runners,CHI,M,35,554,03:21:48,03:23:22,,
3001,12997,Bucciarelli,Brice,Trispeed Luxembourg,FRA,M,40,550,03:21:49,03:24:10,,
3002,13435,Welker,Christian,,GER,M,40,551,03:21:51,04:12:50,,
3002,25428,Zadow,Felix,,GER,M,H,277,03:21:51,03:42:09,,
3004,15181,Burkhardt,Deike,LSF Oldenburg,GER,W,30,57,03:21:51,03:42:09,,
3005,57960,Perez,Alfredo,running zgz-fisio zgz,ESP,M,H,278,03:21:52,03:42:37,,
3006,54185,Hegedus,Gergely,,CAN,M,35,555,03:21:53,04:36:57,,
3007,12451,GÃ¼nther,Horst,TuS Kaan-Marienborn,GER,M,60,20,03:21:53,03:43:21,,
3008,15320,Hill,Catherine,,GBR,W,H,53,03:21:55,03:46:55,,
3009,60753,Van Schijndel,Chris,,NED,M,50,259,03:21:55,03:23:10,,
3010,53394,Garcia Garcia,Jose Alberto,Suma Running,MEX,M,40,552,03:21:55,03:22:51,,
3011,23949,Eithun,Arne,Sogndal IL,NOR,M,50,260,03:21:55,03:24:17,,
3012,24436,Mazurek,Marcin,AZS AWF KRAKOW MASTERS,POL,M,50,261,03:21:55,03:42:14,,
3013,56635,Maurer,Inga,,GER,W,35,58,03:21:56,03:42:36,,
3014,18679,Moore,Matthew,,GBR,M,40,553,03:21:56,03:23:33,,
3015,59640,Sierra Bernal,Miguel,Runners Goals,CUB,M,50,262,03:21:56,04:38:14,,
3016,57967,PÃ©rez,David,Fondistes Blanes,ESP,M,40,554,03:21:56,03:42:40,,
3017,52588,DOUVILLE,Antoine,,FRA,M,30,562,03:21:57,03:42:02,,
3018,51107,Borowik,Sergej,,GER,M,30,563,03:21:59,03:47:00,,
3018,24917,Philipp,Jochen,DZ BANK Runners,GER,M,50,263,03:21:59,03:23:09,,
3020,19389,Dumoulin,Delphine,8000 running,BEL,W,35,59,03:22:01,03:44:02,,
3021,57965,PÃ©rez,Benja,Aleix - Pau,ESP,M,40,555,03:22:01,03:42:46,,
3022,50391,Atwater,Beau,,USA,M,60,21,03:22:01,03:22:57,,
3023,52265,De La Parra Manriquez,Fabiola,,MEX,W,45,32,03:22:02,03:42:44,,
3024,14403,Ott,Michael,,GER,M,40,556,03:22:02,03:42:16,,
3025,21980,HÃ¶ppner,Christoph,,GER,M,45,429,03:22:03,04:37:17,,
3026,16570,Nels,Sven,,GER,M,40,557,03:22:03,03:43:30,,
3027,29120,Tanasa,Alin Mihaita,,ROU,M,30,564,03:22:04,03:22:28,,
3028,15868,Keachie,Alan,Glasgow Triathlon Club,GBR,M,45,430,03:22:04,03:43:26,,
3029,50809,Bermig,Andreas,bonify,GER,M,40,558,03:22:05,03:43:16,,
3030,53348,Gallucci,Jonathan,,GBR,M,35,556,03:22:06,03:23:00,,
3031,12914,Bucciarelli,Anne,Trispeed Luxembourg,FRA,W,40,42,03:22:06,03:24:28,,
3032,21079,Nilsen,Ãyvind,Risor IL,NOR,M,40,559,03:22:08,03:23:10,,
3033,2335,Voigt,Carsten,BurgstÃ¤dter Laufverein,GER,M,50,264,03:22:09,03:22:19,,
3034,28990,Claydon,Jonathan,,GBR,M,45,431,03:22:09,03:45:47,,
3035,53654,Goncalves,Elvio,,POR,M,30,565,03:22:13,04:37:19,,
3036,22154,Van Son,Joris,,NED,M,30,566,03:22:13,03:42:21,,
3037,12597,Winter,Timo,,GER,M,35,557,03:22:13,03:45:04,,
3037,58347,Querol Carceller,Santi,MOVILCLIC TEAM MORELLA,ESP,M,55,94,03:22:13,03:24:01,,
3039,55008,Kapinus,Dan,DWRunning,USA,M,50,265,03:22:14,03:44:46,,
3040,23813,Colmenero LÃ³pez,Daniel,SCC Berlin Triathlon,GER,M,35,558,03:22:15,03:24:13,,
3041,15235,Schmid,Michael,SF Gmund-DÃ¼rnbach,GER,M,30,567,03:22:15,03:44:45,,
3042,51278,Brosig,Andre,,GER,M,30,568,03:22:15,03:43:07,,
3043,29769,Thon,Christian,,GER,M,45,432,03:22:17,03:45:13,,
3044,22574,Imparato,Michele,Marathon Club Boschese,ITA,M,30,569,03:22:17,04:12:27,,
3045,55216,Kirwan,Julie,,IRL,W,40,43,03:22:18,03:23:26,,
3046,23245,De Mendonca,Alain,,FRA,M,50,266,03:22:19,03:42:34,,
3047,58950,Rubio FrontÃ³n,David,,ESP,M,35,559,03:22:19,03:24:53,,
3048,29019,Nikolic,Marta,,CZE,W,50,14,03:22:20,03:48:42,,
3049,4872,Jais,Bernd,FC Bayern MÃ¼nchen,GER,M,50,267,03:22:20,03:42:40,,
3050,18085,Feldhaus,Maicon,,BRA,M,30,570,03:22:24,03:46:00,,
3051,26015,Burzycki,Mariusz,,POL,M,40,560,03:22:24,04:13:04,,
3052,55982,Lilja,Frederic,Wilde Else,GER,M,30,571,03:22:25,03:45:04,,
3053,12891,FELNAGEL,SASCHA,,GER,M,45,433,03:22:25,03:44:07,,
3054,20450,Evans,Stephen,,CAN,M,50,268,03:22:25,03:23:36,,
3055,50697,Beer,Lars,Cross Runner Wuppertal,GER,M,30,572,03:22:26,03:43:03,,
3056,28447,Meinicke,Kay,Magdeburg,GER,M,40,561,03:22:27,03:24:06,,
3057,59537,Serras,Julio,,POR,M,50,269,03:22:29,03:45:20,,
3058,25296,Rischke,Robert,Tip Berlin,GER,M,50,270,03:22:30,03:23:52,,
3059,53405,GarcÃ­a Oliveri,Fernando,REAL VALLADOLID CF,ESP,M,30,573,03:22:30,03:42:55,,
3060,50358,Arteaga Hernandez,Jacobo,,ESP,M,30,574,03:22:31,03:24:01,,
3061,53022,FernÃ¡ndez,Oscar,Paracuellos Running,ESP,M,50,271,03:22:31,03:44:27,,
3062,25091,Lam,David,Milestone Running,USA,M,35,560,03:22:31,03:45:59,,
3063,24890,Morlok,Marcel,SC Heroldstatt,GER,M,35,561,03:22:32,03:24:06,,
3064,21390,Vargas,Raul,,MEX,M,45,434,03:22:32,03:42:38,,
3065,15056,Dr. Koch,Robert,,GER,M,40,562,03:22:32,03:42:55,,
3066,14906,Neuse,Carl Jannes,,GER,M,H,279,03:22:33,03:43:25,,
3067,15623,Griffin,Mary Anne,,CAN,W,55,3,03:22:33,03:42:42,,
3068,27913,Golombek,Jakob,,GER,M,35,562,03:22:33,03:48:15,,
3069,50870,Beutling,Michael,,GER,M,35,563,03:22:34,03:43:17,,
3070,13799,Hassold,Christian,,GER,M,40,563,03:22:34,03:23:55,,
3071,13610,Probst,Christian,,GER,M,50,272,03:22:35,03:43:06,,
3072,4886,Kroth,Holger,,GER,M,50,273,03:22:35,03:24:46,,
3073,51269,Brom,Vincent,,NED,M,40,564,03:22:36,03:24:27,,
3074,24752,Baudraz,Michel,,SUI,M,45,435,03:22:37,03:47:39,,
3075,59229,Schaffhauser,Stefan,,SUI,M,40,565,03:22:39,03:43:42,,
3076,22240,Walz,JÃ¶rg,Schaeffler Team,GER,M,30,575,03:22:39,03:23:51,,
3077,26289,Henke,Michael,,GER,M,45,436,03:22:40,03:43:52,,
3078,28064,Lehmeier,Alexander,,GER,M,35,564,03:22:40,04:37:43,,
3079,56890,Midei,Federica,DUE PONTI SPORTING CLUB,ITA,W,45,33,03:22:40,03:43:41,,
3080,51025,Bogo,Peter,,NOR,M,40,566,03:22:41,03:24:16,,
3081,52303,De Wit,Bas,Run2Forty2,NED,M,35,565,03:22:41,03:44:15,,
3082,16794,Maicher,Aleksander,,POL,M,40,567,03:22:43,04:39:07,,
3083,29605,HÃ¶fler,Klaus,,AUT,M,45,437,03:22:45,03:25:32,,
3084,12313,PrÃ¸sch,Anders,Trondheim og Omegn SK,NOR,M,40,568,03:22:46,04:38:45,,
3085,23765,Walter,Till,,GER,M,40,569,03:22:47,03:44:59,,
3086,29296,Sonntag,Alexandre,,FRA,M,45,438,03:22:47,04:13:52,,
3087,19013,Biesen,Holger,,GER,M,40,570,03:22:48,03:24:57,,
3088,21963,Fama',Francesco,,ITA,M,45,439,03:22:48,03:42:53,,
3089,61493,Yokomichi,Fumio,,JPN,M,50,274,03:22:48,03:42:50,,
3090,61614,Zill,Julius,,GER,M,H,280,03:22:48,04:42:08,,
3091,23737,Weber,Chris,,USA,M,45,440,03:22:49,03:43:37,,
3092,13542,Heikkinen,Kimmo,,FIN,M,50,275,03:22:49,03:24:33,,
3093,25083,Jelitto,Alexander,ERDINGER Alkoholfrei,GER,M,40,571,03:22:50,03:24:49,,
3094,28774,Richter,Christian,Citylauf-Verein Dresden,GER,M,40,572,03:22:50,03:23:39,,
3095,21835,Bodde,Rob,OLC 93,NED,M,50,276,03:22:52,03:46:01,,
3096,25036,Streit,Nicola,,GER,W,40,44,03:22:52,03:44:57,,
3097,59195,Savinelli,Vincenzo,MARATHONROMACASTELFUSANO,ITA,M,50,277,03:22:52,03:43:30,,
3098,56456,Marchetti,Fabio,,ITA,M,55,95,03:22:53,03:44:28,,
3099,16874,WeiÃenberger,Jan,,GER,M,30,576,03:22:53,03:43:58,,
3100,54477,Hoornweg,Anne,,NED,W,H,54,03:22:53,03:44:05,,
3101,22514,Wiegank,Ludwig,,GER,M,H,281,03:22:53,03:25:15,,
3102,12211,Morillas Correa,Ãlvaro,Spartan Runners Club,ESP,M,40,573,03:22:54,03:43:14,,
3103,2451,GÃ¶rig,Uwe,VfB Schrecksback,GER,M,55,96,03:22:54,03:23:18,,
3104,14998,Rochlitz,Christian,,GER,M,35,566,03:22:54,03:24:46,,
3105,22950,Kaehr,Nathanael,les broyards,SUI,M,H,282,03:22:54,03:44:39,,
3106,16149,Pohl,Karsten,,GER,M,50,278,03:22:55,03:26:05,,
3107,22572,Brecheis,Christian,,GER,M,40,574,03:22:56,03:43:48,,
3108,28451,Streit,Tobias,Team Erdinger Alkoholfrei,GER,M,35,567,03:22:56,03:22:56,,
3109,54212,Helal,Tarek,,USA,M,40,575,03:22:57,03:43:22,,
3110,12681,Knebusch,Finn Mohawk,,GER,M,H,283,03:22:57,03:43:41,,
3111,52121,Czernicky,Michael,Lauftreff Wettringen,GER,M,30,577,03:22:58,03:25:02,,
3112,13950,Bohn,Sven,AR ZÃ¼rich   3Bike Team,SUI,M,40,576,03:22:59,03:23:11,,
3113,24207,Bock,Ronny,,GER,M,30,578,03:22:59,03:45:39,,
3114,15535,NybÃ¸,Ole Jonas,,NOR,M,35,568,03:23:00,03:24:34,,
3115,23908,Volodymyrenko,Oleg,SAPIK TEAM,UKR,M,35,569,03:23:00,03:23:45,,
3116,25767,Weiser,Bogdan,Garbsener SC,GER,M,45,441,03:23:00,03:25:06,,
3117,2651,Amtenbrink,Fabian,,GER,M,50,279,03:23:02,03:43:42,,
3118,55016,Karam Rivera,Enrique,DROMO RUN CREW,MEX,M,35,570,03:23:02,03:24:46,,
3119,12650,Eichler,Oliver,FC Puchheim,GER,M,35,571,03:23:03,03:43:54,,
3120,15518,Chmielewski,Philipp,,GER,M,40,577,03:23:03,03:43:13,,
3121,25209,MÃ¼ller,RenÃ©,,GER,M,40,578,03:23:04,03:24:43,,
3122,12378,Okamoto,Yushiro,Prospect Park Track Club,JPN,M,35,572,03:23:05,03:23:38,,
3123,20829,Krause,Robert,,GER,M,40,579,03:23:05,03:43:12,,
3124,61373,Wodzinski,Michal,,POL,M,35,573,03:23:05,03:43:19,,
3125,55266,Kloecker,Philipp,,GER,M,30,579,03:23:06,03:24:45,,
3126,13303,Bjerrum JÃ¸rgensen,Christian,DÃ¤nishe Botschaft,DEN,M,40,580,03:23:07,03:44:34,,
3127,59015,Rybacki,Rene,,GER,M,35,574,03:23:08,03:47:02,,
3128,51567,Nottingham Rinfret,Diane,,USA,W,30,58,03:23:08,03:25:51,,
3128,28012,ThoÃ,Johannes,LG eXa Leipzig eV,GER,M,35,575,03:23:08,03:25:04,,
3130,26926,Wilus,Mariusz,,POL,M,55,97,03:23:09,03:43:32,,
3131,18979,Ruis,Martijn,,NED,M,35,576,03:23:10,03:43:39,,
3132,50296,Antoine,Simon,RCBT,BEL,M,30,580,03:23:10,03:44:23,,
3133,54226,HellstrÃ¶m,BjÃ¶rn,,SWE,M,35,577,03:23:11,04:38:42,,
3134,24756,Marks,Kevin,,USA,M,30,581,03:23:11,03:43:18,,
3135,53798,Grillo,Leonard,,USA,M,35,578,03:23:12,03:25:48,,
3136,50030,Abrahamsson,Lisa,Springtime,SWE,W,45,34,03:23:12,03:46:58,,
3137,53778,Greene GuillÃ©n,Juan Carlos,,MEX,M,50,280,03:23:13,04:13:21,,
3138,56865,Meyer,Vitor,Marcelo Camargo,BRA,M,35,579,03:23:13,03:25:22,,
3139,12466,Von Dreden,Tobias,,GER,M,30,582,03:23:14,03:43:35,,
3140,58011,Peters,JÃ¶rg Joerg,,GER,M,40,581,03:23:14,03:43:39,,
3141,19174,Taramides,Agis,DroMeA Racing,CYP,M,50,281,03:23:15,03:45:33,,
3142,51363,Bumans,Karlis,,LAT,M,H,284,03:23:16,03:24:48,,
3143,26052,Scharf,Hendrik,,GER,M,40,582,03:23:18,03:43:39,,
3144,60874,Verhave,Gideon,,NED,M,40,583,03:23:20,03:43:38,,
3145,29711,SchrÃ¶del,Mario,MaliCrew,GER,M,45,442,03:23:20,03:25:21,,
3146,28678,Geike,Tobias,LTSV Forst,GER,M,H,285,03:23:22,03:44:57,,
3147,15515,Regenfuss,Jonas,,FRA,M,40,584,03:23:22,04:39:21,,
3148,12071,Phelan,Bernard,St Cocas AC,IRL,M,50,282,03:23:22,03:44:08,,
3149,20713,HÃ¶rdemann,Daniel,,GER,M,40,585,03:23:23,03:44:48,,
3149,50710,Beise,Clara,,GER,W,H,55,03:23:23,04:13:25,,
3151,17223,Steinbach,Leif,,GER,M,35,580,03:23:23,03:43:45,,
3152,22359,Kennedy,Gerrard,MRC Oslo,GBR,M,40,586,03:23:24,03:24:23,,
3153,23389,Dagenborg,Vegar,,NOR,M,45,443,03:23:24,03:25:56,,
3154,57620,OLMOS,Rolando,,BOL,M,30,583,03:23:24,04:17:20,,
3155,60782,Vanroelen,Tim,,BEL,M,40,587,03:23:24,04:38:31,,
3156,51701,Charters,Andrew,Charlotte Running Club,USA,M,30,584,03:23:25,03:23:52,,
3156,21178,Marin,Daniel,Wayv Run Kollektiv,COL,M,H,286,03:23:25,03:23:33,,
3156,52119,Czerniak,Tobiasz,,POL,M,30,584,03:23:25,03:43:29,,
3159,21151,Westgaard,Marius,Kristiansand Lopeklubb,NOR,M,40,588,03:23:25,03:25:34,,
3160,58450,Rankin,Niall,Dromore AC,GBR,M,45,444,03:23:25,03:25:46,,
3161,58576,Renteria,Ricardo,MARTIN MONDRAGON,MEX,M,35,581,03:23:26,03:44:12,,
3162,51437,Cadiou,Christophe,,FRA,M,50,283,03:23:26,03:24:24,,
3163,19678,Hess,Martin,Markus Ryffels,SUI,M,45,445,03:23:27,03:43:44,,
3164,57685,Osses,Lennart,,GER,M,H,287,03:23:28,03:49:39,,
3165,22588,Kenny,Shane C.,,IRL,M,50,284,03:23:28,03:43:34,,
3166,23695,Devaney,Stephen,,DEN,M,50,285,03:23:28,03:43:34,,
3167,23857,Irrgang,Marcel,SCC Berlin,GER,M,30,586,03:23:29,03:43:38,,
3168,26311,EklÃ¶f,Jonas,TeamFikaRunningClub,SWE,M,45,446,03:23:29,03:43:45,,
3169,22973,Drasdo,Volker,,GER,M,50,286,03:23:30,03:46:24,,
3169,56237,Lyhne,Mads Dam,,DEN,M,35,582,03:23:30,03:43:33,,
3171,24718,Shitov,Aleksandr,,RUS,M,35,583,03:23:30,03:45:39,,
3172,22597,Kelly,Paul,Cork Tri Club,IRL,M,40,589,03:23:31,04:38:41,,
3173,29250,Kallenberg,Matthijs,,NED,M,30,587,03:23:33,03:44:25,,
3174,4350,Mietz,Richard,LG Uni LÃ¼beck,GER,M,35,584,03:23:34,03:24:01,,
3175,54286,Hernandez,Tadeo,,MEX,M,40,590,03:23:35,03:43:48,,
3176,18017,Fish,Danny,MRC Oslo,NED,M,30,588,03:23:35,03:25:08,,
3177,22658,Zwingmann,Andre,,GER,M,45,447,03:23:35,03:24:50,,
3178,57969,Perez Cruz,Borja,AR Hamburg,ESP,M,35,585,03:23:37,03:26:18,,
3179,14366,Clausen,Marten,SC-85 WolfenbÃ¼ttel,GER,M,45,448,03:23:37,03:46:17,,
3180,14034,WeiÃ,Ricardo,,GER,M,40,591,03:23:37,03:47:36,,
3181,60865,Verdonk,Lizzy,,NED,W,30,59,03:23:37,03:44:10,,
3182,24218,Margenet,Jordi,,ESP,M,40,592,03:23:38,04:14:03,,
3183,22563,Renken,Hauke,,GER,M,30,589,03:23:38,03:45:26,,
3184,20850,Di Pace,Alessandro,Amatori Podismo Benevento,ITA,M,35,586,03:23:38,03:44:03,,
3184,15455,Andren,Carl,,USA,M,H,288,03:23:38,03:44:16,,
3186,55532,KÃ¼hlein,Alena,SCC Berlin,GER,W,H,56,03:23:38,03:43:40,,
3187,1569,Tom WÃ¶rden,Heiko,,GER,M,50,287,03:23:40,03:24:30,,
3188,59641,Sierzega,Robert,,AUT,M,45,449,03:23:43,03:24:26,,
3188,28247,Hepke,Jakob,TGV Augsburg,GER,M,H,289,03:23:43,03:45:20,,
3190,51243,Briceno,Mauricio,,CAN,M,45,450,03:23:43,03:47:06,,
3191,16442,Fuchs,Matthias,,SUI,M,30,590,03:23:44,03:25:20,,
3192,28299,Perscheid,Marc,,GER,M,30,591,03:23:44,04:42:47,,
3193,15830,Holtmann,Arne,TG Werste,GER,M,45,451,03:23:44,03:24:31,,
3193,17320,Schmidt,Heiko,,GER,M,45,451,03:23:44,03:44:22,,
3195,54409,HÃ¶felmeier,Anja,,GER,W,35,60,03:23:44,03:48:16,,
3196,52485,Diemunsch,Kenneth,,FRA,M,40,593,03:23:47,03:26:36,,
3197,12400,Hoffmann,Jennifer,,GER,W,30,60,03:23:47,03:47:44,,
3198,12420,Mcintosh,Callum,,GBR,M,30,592,03:23:47,03:25:46,,
3199,17452,Soch,Joram,,GER,M,30,593,03:23:47,03:47:09,,
3200,53949,Gyske,Petr,Temptraining,RUS,M,35,587,03:23:48,03:24:53,,
3200,22910,Gurrieri,Peter,,ITA,M,45,453,03:23:48,03:48:16,,
3202,50252,Andrade,AndrÃ©,,POR,M,30,594,03:23:48,03:45:32,,
3203,27800,Goehring,Kimberly,,USA,W,H,57,03:23:48,03:45:35,,
3204,28938,Midtgaard,Ricky,Guldborgsund Triklub,DEN,M,50,288,03:23:49,03:44:44,,
3205,4736,Koppelt,Falk-Uwe,,GER,M,55,98,03:23:49,03:25:50,,
3206,56531,Martin Gimeno,Alejandro,TIGERS RUNNING CLUB,ESP,M,H,290,03:23:50,03:44:20,,
3207,15390,JÃ¸rgensen,Peter,,DEN,M,40,594,03:23:50,03:24:06,,
3208,19836,Matthes,Christian,TLV Rangsdorf,GER,M,40,595,03:23:50,03:25:00,,
3209,20892,HÃ¤rtel,Franz,,GER,M,30,595,03:23:50,03:44:42,,
3210,22917,Fiorenza,Luigi,BUCCELLA RUNNERS VIGEVANO,ITA,M,40,596,03:23:50,03:24:37,,
3211,52057,Cressy,Guillaume,,BEL,M,35,588,03:23:51,03:44:18,,
3212,51606,Castro Ramos,Saul,,USA,M,45,454,03:23:52,03:47:34,,
3213,3499,Marquardt,Timo,,GER,M,45,455,03:23:52,03:26:07,,
3214,60670,Van Dam,David,,NED,M,40,597,03:23:53,03:44:27,,
3215,23132,Guardiola,Ricardo,,USA,M,30,596,03:23:53,03:25:41,,
3216,15878,Weise,Peter,USC Kiel,GER,M,45,456,03:23:54,03:44:43,,
3217,58021,Peterson,Christian,,USA,M,H,291,03:23:56,04:14:50,,
3218,22365,Matsushita,Hitoshi,,JPN,M,40,598,03:23:56,03:24:42,,
3219,52962,Fassbender,Markus,Old Man Run Club,GER,M,30,597,03:23:56,03:25:55,,
3220,25413,Rickert,Jens,LT Bernd HÃ¼bner,GER,M,55,99,03:23:57,03:45:10,,
3221,59569,Shaw,Michael,,USA,M,35,589,03:23:58,03:26:30,,
3222,12547,de Wijkerslooth,Allard,Mikkeller Running Club,NED,M,40,599,03:23:58,03:26:39,,
3223,57463,Nocelo Zarate,Eva,,ESP,W,35,61,03:23:59,03:44:31,,
3224,59021,Rye,Magnus,,NOR,M,35,590,03:23:59,03:25:17,,
3225,58718,Roberts,Jillian,,USA,W,H,58,03:24:00,03:25:57,,
